# any empty lines and lines starting with '#' symbol is ignored
#
# The file should contain exactly two sections: router and link, each starting with the corresponding keyword
#
# router section defines topology nodes and their relative positions (e.g., to use in visualizer)
router

# each line in this section represents one router and should have the following data
# node               comment          yPos    xPos


# ----------- ----consumer nodes ---------------
consumer-170      consumer-node       0       0 

consumer-171      consumer-node       0       0
consumer-172      consumer-node       0       0
consumer-173      consumer-node       0       0
consumer-174      consumer-node       0       0  
consumer-175      consumer-node       0       0
consumer-176      consumer-node       0       0  
consumer-177      consumer-node       0       0
consumer-178      consumer-node       0       0  
consumer-179      consumer-node       0       0
consumer-180      consumer-node       0       0 

consumer-181      consumer-node       0       0
consumer-182      consumer-node       0       0
consumer-183      consumer-node       0       0
consumer-184      consumer-node       0       0  
consumer-185      consumer-node       0       0
consumer-186      consumer-node       0       0  
consumer-187      consumer-node       0       0
consumer-188      consumer-node       0       0  
consumer-189      consumer-node       0       0
consumer-190      consumer-node       0       0 

consumer-191      consumer-node       0       0
consumer-192      consumer-node       0       0
consumer-193      consumer-node       0       0
consumer-194      consumer-node       0       0  
consumer-195      consumer-node       0       0
consumer-196      consumer-node       0       0  
consumer-197      consumer-node       0       0
consumer-198      consumer-node       0       0  
consumer-199      consumer-node       0       0
consumer-200      consumer-node       0       0 

consumer-201      consumer-node       0       0
consumer-202      consumer-node       0       0
consumer-203      consumer-node       0       0
consumer-204      consumer-node       0       0  
consumer-205      consumer-node       0       0
consumer-206      consumer-node       0       0  
consumer-207      consumer-node       0       0
consumer-208      consumer-node       0       0  
consumer-209      consumer-node       0       0
consumer-210      consumer-node       0       0 

consumer-211      consumer-node       0       0
consumer-212      consumer-node       0       0
consumer-213      consumer-node       0       0
consumer-214      consumer-node       0       0  
consumer-215      consumer-node       0       0
consumer-216      consumer-node       0       0  
consumer-217      consumer-node       0       0
consumer-218      consumer-node       0       0  
consumer-219      consumer-node       0       0
consumer-220      consumer-node       0       0 

consumer-221      consumer-node       0       0
consumer-222      consumer-node       0       0
consumer-223      consumer-node       0       0
consumer-224      consumer-node       0       0  
consumer-225      consumer-node       0       0
consumer-226      consumer-node       0       0  
consumer-227      consumer-node       0       0
consumer-228      consumer-node       0       0  
consumer-229      consumer-node       0       0
consumer-230      consumer-node       0       0 

consumer-231      consumer-node       0       0
consumer-232      consumer-node       0       0
consumer-233      consumer-node       0       0
consumer-234      consumer-node       0       0  
consumer-235      consumer-node       0       0
consumer-236      consumer-node       0       0  
consumer-237      consumer-node       0       0
consumer-238      consumer-node       0       0  
consumer-239      consumer-node       0       0
consumer-240      consumer-node       0       0 

consumer-241      consumer-node       0       0
consumer-242      consumer-node       0       0
consumer-243      consumer-node       0       0
consumer-244      consumer-node       0       0  
consumer-245      consumer-node       0       0
consumer-246      consumer-node       0       0  
consumer-247      consumer-node       0       0
consumer-248      consumer-node       0       0  
consumer-249      consumer-node       0       0
consumer-250      consumer-node       0       0 

consumer-251      consumer-node       0       0
consumer-252      consumer-node       0       0
consumer-253      consumer-node       0       0
consumer-254      consumer-node       0       0  
consumer-255      consumer-node       0       0
consumer-256      consumer-node       0       0  
consumer-257      consumer-node       0       0
consumer-258      consumer-node       0       0  
consumer-259      consumer-node       0       0
consumer-260      consumer-node       0       0 

consumer-261      consumer-node       0       0
consumer-262      consumer-node       0       0
consumer-263      consumer-node       0       0
consumer-264      consumer-node       0       0  
consumer-265      consumer-node       0       0
consumer-266      consumer-node       0       0  
consumer-267      consumer-node       0       0
consumer-268      consumer-node       0       0  
consumer-269      consumer-node       0       0
consumer-270      consumer-node       0       0 

consumer-271      consumer-node       0       0
consumer-272      consumer-node       0       0
consumer-273      consumer-node       0       0
consumer-274      consumer-node       0       0  
consumer-275      consumer-node       0       0
consumer-276      consumer-node       0       0  
consumer-277      consumer-node       0       0
consumer-278      consumer-node       0       0  
consumer-279      consumer-node       0       0
consumer-280      consumer-node       0       0 

consumer-281      consumer-node       0       0
consumer-282      consumer-node       0       0
consumer-283      consumer-node       0       0
consumer-284      consumer-node       0       0  
consumer-285      consumer-node       0       0
consumer-286      consumer-node       0       0  
consumer-287      consumer-node       0       0
consumer-288      consumer-node       0       0  
consumer-289      consumer-node       0       0
consumer-290      consumer-node       0       0 

consumer-291      consumer-node       0       0
consumer-292      consumer-node       0       0
consumer-293      consumer-node       0       0
consumer-294      consumer-node       0       0  
consumer-295      consumer-node       0       0
consumer-296      consumer-node       0       0  
consumer-297      consumer-node       0       0
consumer-298      consumer-node       0       0  
consumer-299      consumer-node       0       0
consumer-300      consumer-node       0       0 


consumer-301      consumer-node       0       0
consumer-302      consumer-node       0       0
consumer-303      consumer-node       0       0
consumer-304      consumer-node       0       0  
consumer-305      consumer-node       0       0
consumer-306      consumer-node       0       0  
consumer-307      consumer-node       0       0
consumer-308      consumer-node       0       0  
consumer-309      consumer-node       0       0
consumer-310      consumer-node       0       0 

consumer-311      consumer-node       0       0
consumer-312      consumer-node       0       0
consumer-313      consumer-node       0       0
consumer-314      consumer-node       0       0  
consumer-315      consumer-node       0       0
consumer-316      consumer-node       0       0  
consumer-317      consumer-node       0       0
consumer-318      consumer-node       0       0  
consumer-319      consumer-node       0       0
consumer-320      consumer-node       0       0 

consumer-321      consumer-node       0       0
consumer-322      consumer-node       0       0
consumer-323      consumer-node       0       0
consumer-324      consumer-node       0       0  
consumer-325      consumer-node       0       0
consumer-326      consumer-node       0       0  
consumer-327      consumer-node       0       0
consumer-328      consumer-node       0       0  
consumer-329      consumer-node       0       0
consumer-330      consumer-node       0       0 

consumer-331      consumer-node       0       0
consumer-332      consumer-node       0       0
consumer-333      consumer-node       0       0
consumer-334      consumer-node       0       0  
consumer-335      consumer-node       0       0
consumer-336      consumer-node       0       0  
consumer-337      consumer-node       0       0
consumer-338      consumer-node       0       0  
consumer-339      consumer-node       0       0
consumer-340      consumer-node       0       0 

consumer-341      consumer-node       0       0
consumer-342      consumer-node       0       0
consumer-343      consumer-node       0       0
consumer-344      consumer-node       0       0  
consumer-345      consumer-node       0       0
consumer-346      consumer-node       0       0  
consumer-347      consumer-node       0       0
consumer-348      consumer-node       0       0  
consumer-349      consumer-node       0       0
consumer-350      consumer-node       0       0 

consumer-351      consumer-node       0       0
consumer-352      consumer-node       0       0
consumer-353      consumer-node       0       0
consumer-354      consumer-node       0       0  
consumer-355      consumer-node       0       0
consumer-356      consumer-node       0       0  
consumer-357      consumer-node       0       0
consumer-358      consumer-node       0       0  
consumer-359      consumer-node       0       0
consumer-360      consumer-node       0       0 

consumer-361      consumer-node       0       0
consumer-362      consumer-node       0       0
consumer-363      consumer-node       0       0
consumer-364      consumer-node       0       0  
consumer-365      consumer-node       0       0
consumer-366      consumer-node       0       0  
consumer-367      consumer-node       0       0
consumer-368      consumer-node       0       0  
consumer-369      consumer-node       0       0
consumer-370      consumer-node       0       0 

consumer-371      consumer-node       0       0
consumer-372      consumer-node       0       0
consumer-373      consumer-node       0       0
consumer-374      consumer-node       0       0  
consumer-375      consumer-node       0       0
consumer-376      consumer-node       0       0  
consumer-377      consumer-node       0       0
consumer-378      consumer-node       0       0  
consumer-379      consumer-node       0       0
consumer-380      consumer-node       0       0 

consumer-381      consumer-node       0       0
consumer-382      consumer-node       0       0
consumer-383      consumer-node       0       0
consumer-384      consumer-node       0       0  
consumer-385      consumer-node       0       0
consumer-386      consumer-node       0       0  
consumer-387      consumer-node       0       0
consumer-388      consumer-node       0       0  
consumer-389      consumer-node       0       0
consumer-390      consumer-node       0       0 
consumer-391      consumer-node       0       0
consumer-392      consumer-node       0       0
consumer-393      consumer-node       0       0
consumer-394      consumer-node       0       0  
consumer-395      consumer-node       0       0
consumer-396      consumer-node       0       0  
consumer-397      consumer-node       0       0
consumer-398      consumer-node       0       0  
consumer-399      consumer-node       0       0
consumer-400      consumer-node       0       0 

consumer-401      consumer-node       0       0
consumer-402      consumer-node       0       0
consumer-403      consumer-node       0       0
consumer-404      consumer-node       0       0  
consumer-405      consumer-node       0       0
consumer-406      consumer-node       0       0  
consumer-407      consumer-node       0       0
consumer-408      consumer-node       0       0  
consumer-409      consumer-node       0       0
consumer-410      consumer-node       0       0 

consumer-411      consumer-node       0       0
consumer-412      consumer-node       0       0
consumer-413      consumer-node       0       0
consumer-414      consumer-node       0       0  
consumer-415      consumer-node       0       0
consumer-416      consumer-node       0       0  
consumer-417      consumer-node       0       0
consumer-418      consumer-node       0       0  
consumer-419      consumer-node       0       0
consumer-420      consumer-node       0       0 

consumer-421      consumer-node       0       0
consumer-422      consumer-node       0       0
consumer-423      consumer-node       0       0
consumer-424      consumer-node       0       0  
consumer-425      consumer-node       0       0
consumer-426      consumer-node       0       0  
consumer-427      consumer-node       0       0
consumer-428      consumer-node       0       0  
consumer-429      consumer-node       0       0
consumer-430      consumer-node       0       0 

consumer-431      consumer-node       0       0
consumer-432      consumer-node       0       0
consumer-433      consumer-node       0       0
consumer-434      consumer-node       0       0  
consumer-435      consumer-node       0       0
consumer-436      consumer-node       0       0  
consumer-437      consumer-node       0       0
consumer-438      consumer-node       0       0  
consumer-439      consumer-node       0       0
consumer-440      consumer-node       0       0 

consumer-441      consumer-node       0       0
consumer-442      consumer-node       0       0
consumer-443      consumer-node       0       0
consumer-444      consumer-node       0       0  
consumer-445      consumer-node       0       0
consumer-446      consumer-node       0       0  
consumer-447      consumer-node       0       0
consumer-448      consumer-node       0       0  
consumer-449      consumer-node       0       0
consumer-450      consumer-node       0       0 

consumer-451      consumer-node       0       0
consumer-452      consumer-node       0       0
consumer-453      consumer-node       0       0
consumer-454      consumer-node       0       0  
consumer-455      consumer-node       0       0
consumer-456      consumer-node       0       0  
consumer-457      consumer-node       0       0
consumer-458      consumer-node       0       0  
consumer-459      consumer-node       0       0
consumer-460      consumer-node       0       0 

consumer-461      consumer-node       0       0
consumer-462      consumer-node       0       0
consumer-463      consumer-node       0       0
consumer-464      consumer-node       0       0  
consumer-465      consumer-node       0       0
consumer-466      consumer-node       0       0  
consumer-467      consumer-node       0       0
consumer-468      consumer-node       0       0  
consumer-469      consumer-node       0       0
consumer-470      consumer-node       0       0 

consumer-471      consumer-node       0       0
consumer-472      consumer-node       0       0
consumer-473      consumer-node       0       0
consumer-474      consumer-node       0       0  
consumer-475      consumer-node       0       0
consumer-476      consumer-node       0       0  
consumer-477      consumer-node       0       0
consumer-478      consumer-node       0       0  
consumer-479      consumer-node       0       0
consumer-480      consumer-node       0       0 

consumer-481      consumer-node       0       0
consumer-482      consumer-node       0       0
consumer-483      consumer-node       0       0
consumer-484      consumer-node       0       0  
consumer-485      consumer-node       0       0
consumer-486      consumer-node       0       0  
consumer-487      consumer-node       0       0
consumer-488      consumer-node       0       0  
consumer-489      consumer-node       0       0
consumer-490      consumer-node       0       0 

consumer-491      consumer-node       0       0
consumer-492      consumer-node       0       0
consumer-493      consumer-node       0       0
consumer-494      consumer-node       0       0  
consumer-495      consumer-node       0       0
consumer-496      consumer-node       0       0  
consumer-497      consumer-node       0       0
consumer-498      consumer-node       0       0  
consumer-499      consumer-node       0       0
consumer-500      consumer-node       0       0 


# ----------------producer nodes ---------------
producer-1        producer-node       0       0
producer-2        producer-node       0       0

producer-3        producer-node       0       0
producer-4        producer-node       0       0

producer-5        producer-node       0       0
producer-6        producer-node       0       0

producer-7        producer-node       0       0
producer-8        producer-node       0       0

producer-9        producer-node       0       0
producer-10       producer-node       0       0

producer-11       producer-node       0       0
producer-12       producer-node       0       0

producer-13       producer-node       0       0
producer-14       producer-node       0       0

producer-15       producer-node       0       0
producer-16       producer-node       0       0

producer-17       producer-node       0       0
producer-18       producer-node       0       0

producer-19       producer-node       0       0
producer-20       producer-node       0       0

# ---------- access nodes -------------
access-1            access-node       0       0
access-2            access-node       0       0
access-3            access-node       0       0
access-4            access-node       0       0
access-5            access-node       0       0
access-6            access-node       0       0
access-7            access-node       0       0
access-8            access-node       0       0
access-9            access-node       0       0
access-10           access-node       0       0

# ---------- core nodes -------------
core-1               core-node        0       0
core-2               core-node        0       0
core-3               core-node        0       0
core-4               core-node        0       0
core-5               core-node        0       0
core-6               core-node        0       0
core-7               core-node        0       0
core-8               core-node        0       0
core-9               core-node        0       0
core-10              core-node        0       0
core-11              core-node        0       0
core-12              core-node        0       0
core-13              core-node        0       0
core-14              core-node        0       0
core-15              core-node        0       0
core-16              core-node        0       0
core-17              core-node        0       0
core-18              core-node        0       0
core-19              core-node        0       0
core-20              core-node        0       0

# Note that `node` can be any string. It is possible to access to the node by name using Names::Find, see examples.
# link section defines point-to-point links between nodes and characteristics of these links
link
# Each line should be in the following format (only first two are required, the rest can be omitted)
# srcNode   dstNode     bandwidth   metric  delay   queue
# bandwidth: link bandwidth
# metric: routing metric
# delay:  link delay
# queue:  MaxPackets for transmission queue on the link (both directions)
# link between core and access network
# this should give us a circle of core network

# communication between consumers and access nodes
consumer-1        access-1      1Gbps    1    10ms     10
consumer-2        access-1      1Gbps    1    10ms     10
consumer-3        access-1      1Gbps    1    10ms     10
consumer-4        access-1      1Gbps    1    10ms     10
consumer-5        access-1      1Gbps    1    10ms     10
consumer-6        access-1      1Gbps    1    10ms     10
consumer-7        access-1      1Gbps    1    10ms     10
consumer-8        access-1      1Gbps    1    10ms     10
consumer-9        access-1      1Gbps    1    10ms     10
consumer-10       access-1      1Gbps    1    10ms     10

consumer-11       access-1      1Gbps    1    10ms     10
consumer-12       access-1      1Gbps    1    10ms     10
consumer-13       access-1      1Gbps    1    10ms     10
consumer-14       access-1      1Gbps    1    10ms     10
consumer-15       access-1      1Gbps    1    10ms     10
consumer-16       access-1      1Gbps    1    10ms     10
consumer-17       access-1      1Gbps    1    10ms     10
consumer-18       access-1      1Gbps    1    10ms     10
consumer-19       access-1      1Gbps    1    10ms     10
consumer-20       access-1      1Gbps    1    10ms     10

consumer-21       access-1      1Gbps    1    10ms     10
consumer-22       access-1      1Gbps    1    10ms     10
consumer-23       access-1      1Gbps    1    10ms     10
consumer-24       access-1      1Gbps    1    10ms     10
consumer-25       access-1      1Gbps    1    10ms     10
consumer-26       access-1      1Gbps    1    10ms     10
consumer-27       access-1      1Gbps    1    10ms     10
consumer-28       access-1      1Gbps    1    10ms     10
consumer-29       access-1      1Gbps    1    10ms     10
consumer-30       access-1      1Gbps    1    10ms     10

consumer-31       access-1      1Gbps    1    10ms     10
consumer-32       access-1      1Gbps    1    10ms     10
consumer-33       access-1      1Gbps    1    10ms     10
consumer-34       access-1      1Gbps    1    10ms     10
consumer-35       access-1      1Gbps    1    10ms     10
consumer-36       access-1      1Gbps    1    10ms     10
consumer-37       access-1      1Gbps    1    10ms     10
consumer-38       access-1      1Gbps    1    10ms     10
consumer-39       access-1      1Gbps    1    10ms     10
consumer-40       access-1      1Gbps    1    10ms     10

consumer-41       access-1      1Gbps    1    10ms     10
consumer-42       access-1      1Gbps    1    10ms     10
consumer-43       access-1      1Gbps    1    10ms     10
consumer-44       access-1      1Gbps    1    10ms     10
consumer-45       access-1      1Gbps    1    10ms     10
consumer-46       access-1      1Gbps    1    10ms     10
consumer-47       access-1      1Gbps    1    10ms     10
consumer-48       access-1      1Gbps    1    10ms     10
consumer-49       access-1      1Gbps    1    10ms     10
consumer-50       access-1      1Gbps    1    10ms     10

producer-1        access-1      1Gbps    1    50ms     10
producer-2        access-1      1Gbps    1    50ms     10
#-------------------------------------------------------------

consumer-51       access-2      1Gbps    1    10ms     10
consumer-52       access-2      1Gbps    1    10ms     10
consumer-53       access-2      1Gbps    1    10ms     10
consumer-54       access-2      1Gbps    1    10ms     10
consumer-55       access-2      1Gbps    1    10ms     10
consumer-56       access-2      1Gbps    1    10ms     10
consumer-57       access-2      1Gbps    1    10ms     10
consumer-58       access-2      1Gbps    1    10ms     10
consumer-59       access-2      1Gbps    1    10ms     10
consumer-60       access-2      1Gbps    1    10ms     10

consumer-61       access-2      1Gbps    1    10ms     10
consumer-62       access-2      1Gbps    1    10ms     10
consumer-63       access-2      1Gbps    1    10ms     10
consumer-64       access-2      1Gbps    1    10ms     10
consumer-65       access-2      1Gbps    1    10ms     10
consumer-66       access-2      1Gbps    1    10ms     10
consumer-67       access-2      1Gbps    1    10ms     10
consumer-68       access-2      1Gbps    1    10ms     10
consumer-69       access-2      1Gbps    1    10ms     10
consumer-70       access-2      1Gbps    1    10ms     10

consumer-71       access-2      1Gbps    1    10ms     10
consumer-72       access-2      1Gbps    1    10ms     10
consumer-73       access-2      1Gbps    1    10ms     10
consumer-74       access-2      1Gbps    1    10ms     10
consumer-75       access-2      1Gbps    1    10ms     10
consumer-76       access-2      1Gbps    1    10ms     10
consumer-77       access-2      1Gbps    1    10ms     10
consumer-78       access-2      1Gbps    1    10ms     10
consumer-79       access-2      1Gbps    1    10ms     10
consumer-80       access-2      1Gbps    1    10ms     10

consumer-81       access-2      1Gbps    1    10ms     10
consumer-82       access-2      1Gbps    1    10ms     10
consumer-83       access-2      1Gbps    1    10ms     10
consumer-84       access-2      1Gbps    1    10ms     10
consumer-85       access-2      1Gbps    1    10ms     10
consumer-86       access-2      1Gbps    1    10ms     10
consumer-87       access-2      1Gbps    1    10ms     10
consumer-88       access-2      1Gbps    1    10ms     10
consumer-89       access-2      1Gbps    1    10ms     10
consumer-90       access-2      1Gbps    1    10ms     10

consumer-91       access-2      1Gbps    1    10ms     10
consumer-92       access-2      1Gbps    1    10ms     10
consumer-93       access-2      1Gbps    1    10ms     10
consumer-94       access-2      1Gbps    1    10ms     10
consumer-95       access-2      1Gbps    1    10ms     10
consumer-96       access-2      1Gbps    1    10ms     10
consumer-97       access-2      1Gbps    1    10ms     10
consumer-98       access-2      1Gbps    1    10ms     10
consumer-99       access-2      1Gbps    1    10ms     10
consumer-100      access-2      1Gbps    1    10ms     10

producer-3        access-2      1Gbps    1    50ms     10
producer-4        access-2      1Gbps    1    50ms     10
#-------------------------------------------------------------
consumer-101      access-3      1Gbps    1    10ms     10
consumer-102      access-3      1Gbps    1    10ms     10
consumer-103      access-3      1Gbps    1    10ms     10
consumer-104      access-3      1Gbps    1    10ms     10
consumer-105      access-3      1Gbps    1    10ms     10
consumer-106      access-3      1Gbps    1    10ms     10
consumer-107      access-3      1Gbps    1    10ms     10
consumer-108      access-3      1Gbps    1    10ms     10
consumer-109      access-3      1Gbps    1    10ms     10
consumer-110      access-3      1Gbps    1    10ms     10

consumer-111      access-3      1Gbps    1    10ms     10
consumer-112      access-3      1Gbps    1    10ms     10
consumer-113      access-3      1Gbps    1    10ms     10
consumer-114      access-3      1Gbps    1    10ms     10
consumer-115      access-3      1Gbps    1    10ms     10
consumer-116      access-3      1Gbps    1    10ms     10
consumer-117      access-3      1Gbps    1    10ms     10
consumer-118      access-3      1Gbps    1    10ms     10
consumer-119      access-3      1Gbps    1    10ms     10
consumer-120      access-3      1Gbps    1    10ms     10

consumer-121      access-3      1Gbps    1    10ms     10
consumer-122      access-3      1Gbps    1    10ms     10
consumer-123      access-3      1Gbps    1    10ms     10
consumer-124      access-3      1Gbps    1    10ms     10
consumer-125      access-3      1Gbps    1    10ms     10
consumer-126      access-3      1Gbps    1    10ms     10
consumer-127      access-3      1Gbps    1    10ms     10
consumer-128      access-3      1Gbps    1    10ms     10
consumer-129      access-3      1Gbps    1    10ms     10
consumer-130      access-3      1Gbps    1    10ms     10

consumer-131      access-3      1Gbps    1    10ms     10
consumer-132      access-3      1Gbps    1    10ms     10
consumer-133      access-3      1Gbps    1    10ms     10
consumer-134      access-3      1Gbps    1    10ms     10
consumer-135      access-3      1Gbps    1    10ms     10
consumer-136      access-3      1Gbps    1    10ms     10
consumer-137      access-3      1Gbps    1    10ms     10
consumer-138      access-3      1Gbps    1    10ms     10
consumer-139      access-3      1Gbps    1    10ms     10
consumer-140      access-3      1Gbps    1    10ms     10

consumer-141      access-3      1Gbps    1    10ms     10
consumer-142      access-3      1Gbps    1    10ms     10
consumer-143      access-3      1Gbps    1    10ms     10
consumer-144      access-3      1Gbps    1    10ms     10
consumer-145      access-3      1Gbps    1    10ms     10
consumer-146      access-3      1Gbps    1    10ms     10
consumer-147      access-3      1Gbps    1    10ms     10
consumer-148      access-3      1Gbps    1    10ms     10
consumer-149      access-3      1Gbps    1    10ms     10
consumer-150      access-3      1Gbps    1    10ms     10

producer-5        access-3     1Gbps     1    50ms     10
producer-6        access-3     1Gbps     1    50ms     10
#------------------------------------------------------------
consumer-151      access-4      1Gbps    1    10ms     10
consumer-152      access-4      1Gbps    1    10ms     10
consumer-153      access-4      1Gbps    1    10ms     10
consumer-154      access-4      1Gbps    1    10ms     10
consumer-155      access-4      1Gbps    1    10ms     10
consumer-156      access-4      1Gbps    1    10ms     10
consumer-157      access-4      1Gbps    1    10ms     10
consumer-158      access-4      1Gbps    1    10ms     10
consumer-159      access-4      1Gbps    1    10ms     10
consumer-160      access-4      1Gbps    1    10ms     10

consumer-161      access-4      1Gbps    1    10ms     10
consumer-162      access-4      1Gbps    1    10ms     10
consumer-163      access-4      1Gbps    1    10ms     10
consumer-164      access-4      1Gbps    1    10ms     10
consumer-165      access-4      1Gbps    1    10ms     10
consumer-166      access-4      1Gbps    1    10ms     10
consumer-167      access-4      1Gbps    1    10ms     10
consumer-168      access-4      1Gbps    1    10ms     10
consumer-169      access-4      1Gbps    1    10ms     10
consumer-170      access-4      1Gbps    1    10ms     10

consumer-171      access-4      1Gbps    1    10ms     10
consumer-172      access-4      1Gbps    1    10ms     10
consumer-173      access-4      1Gbps    1    10ms     10
consumer-174      access-4      1Gbps    1    10ms     10
consumer-175      access-4      1Gbps    1    10ms     10
consumer-176      access-4      1Gbps    1    10ms     10
consumer-177      access-4      1Gbps    1    10ms     10
consumer-178      access-4      1Gbps    1    10ms     10
consumer-179      access-4      1Gbps    1    10ms     10
consumer-180      access-4      1Gbps    1    10ms     10

consumer-181      access-4      1Gbps    1    10ms     10
consumer-182      access-4      1Gbps    1    10ms     10
